"PSA_1","PSA_2","Article","Web Description","Brand","Type","Size","Material","Colour","Pack Qty","Coverage","DQ Score"
"DEC","WOO","228227","Ronseal Satincoat Ultra Tough Varnish Clear 750ml","Ronseal","Satin Varnish","750ml",NA,NA,NA,"7.5m²",0.883333333333333
"DEC","WOO","345327","Ronseal Quick Drying Satin Woodstain Ebony 750ml","Ronseal","Satin Woodstain","750ml",NA,NA,NA,NA,0.825
"DEC","WOO","345328","Ronseal Quick Drying Satin Woodstain Natural Oak 750ml","Ronseal","Satin Woodstain","750ml",NA,NA,NA,"15sq m",0.883333333333333
"DEC","WOO","345329","Ronseal Quick Drying Gloss Woodstain Antique Pine750ml","Ronseal","Gloss Woodstain","750ml",NA,NA,NA,NA,0.825
"DEC","WOO","345330","Ronseal Quick Drying Satin Woodstain Antique Pine750ml","Ronseal","Satin Woodstain","750ml",NA,NA,NA,NA,0.825
"DEC","WOO","49838","Ronseal Quick Drying Woodstain Satin Dark Oak 750ml","Ronseal","Satin Woodstain","750ml",NA,NA,NA,"12-15m²",0.883333333333333
"DEC","WOO","49840","Ronseal Quick Drying Woodstain Satin Walnut 750ml","Ronseal","Satin Woodstain","750ml",NA,NA,NA,"12-15m²",0.883333333333333
"DEC","WOO","73737","Ronseal Quick Drying Woodstain Gloss Walnut 750ml","Ronseal","Gloss Woodstain","750ml",NA,NA,NA,"12-15m²",0.883333333333333
"DEC","WOO","73739","Ronseal Quick Drying Woodstain Gloss Mahogany 750ml","Ronseal","Gloss Woodstain","750ml",NA,NA,NA,"12-15m²",0.883333333333333
"DEC","WOO","73742","Ronseal Quick Drying Woodstain Gloss Dark Oak 750ml","Ronseal","Gloss Woodstain","750ml",NA,NA,NA,"12-15m²",0.883333333333333
"DEC","WOO","141519","Wilko Gloss Yacht Varnish Exterior Clear 750ml","Wilko","Gloss Varnish","750ml",NA,NA,NA,"12m²",0.883333333333333
"DEC","WOO","141543","Wilko Gloss Yacht Varnish Exterior Clear 250ml","Wilko","Gloss Varnish","250ml",NA,NA,NA,"4m²",0.883333333333333
"DEC","WOO","210414","Wilko Satin Outdoor Varnish Clear 250ml","Wilko","Outdoor Varnish","250ml",NA,NA,NA,"4m²",0.883333333333333
"DEC","WOO","210415","Wilko Satin Outdoor Varnish Clear 750ml","Wilko","Outdoor Varnish","750ml",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","210416","Wilko Gloss Outdoor Varnish Clear 250ml","Wilko","Outdoor Varnish","250ml",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","210417","Wilko Gloss Outdoor Varnish Clear 750ml","Wilko","Outdoor Varnish","750ml",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","210485","Wilko Satin 5 Year Woodstain Mahogany 750ml","Wilko","Satin Woodstain","750ml",NA,NA,"1","9m²",0.941666666666667
"DEC","WOO","210487","Wilko Satin 5 Year Woodstain Rustic Oak 750ml","Wilko","Satin Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","210488","Wilko Satin 5 Year Woodstain Antique Pine 750ml","Wilko","Satin Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","210489","Wilko Satin 5 Year Woodstain Natural Teak 750ml","Wilko","Satin Woodstain","750ml",NA,NA,"1","9m²",0.941666666666667
"DEC","WOO","210490","Wilko Satin 5 Year Woodstain Walnut 750ml","Wilko","Satin Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","210491","Wilko Satin 5 Year Woodstain Medium Oak 750ml","Wilko","Satin Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","228335","Wilko Lint Free Cloths 40cm x 45cm/15.5in x 18in 2pk","Wilko","Lint Cloths","40cmx45cm",NA,NA,NA,NA,0.825
"DEC","WOO","241848","Wilko Scratch Cover and Polish Dark Wood 125ml","Wilko","Scratch Cover","125ml",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","252295","Wilko Danish Oil 1ltr","Wilko","Danish Oil","1L",NA,NA,NA,"14m²",0.883333333333333
"DEC","WOO","252296","Wilko Scratch Cover and Polish Medium Wood 125ml","Wilko","Scratch Cover","125ml",NA,NA,"1",NA,0.883333333333333
"DEC","WOO","289159","Wilko Satin Yacht Varnish Exterior Clear 750ml","Wilko","Satin Varnish","750ml",NA,NA,NA,"12m²",0.883333333333333
"DEC","WOO","314976","Wilko Gloss Quick Dry Ultra Tough Varnish Clear 250ml","Wilko","Gloss Varnish","250ml",NA,NA,"1","3m²",0.941666666666667
"DEC","WOO","315017","Wilko Matt Quick Dry Ultra Tough Varnish Clear 250ml","Wilko","Matt Varnish","250ml",NA,NA,"1","3m²",0.941666666666667
"DEC","WOO","315018","Wilko Satin Quick Dry Ultra Tough Varnish Clear 250ml","Wilko","Satin Varnish","250ml",NA,NA,NA,"3m²",0.883333333333333
"DEC","WOO","315019","Wilko Gloss Quick Dry Ultra Tough Varnish Clear 750ml","Wilko","Gloss Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315020","Wilko Matt Quick Dry Ultra Tough Varnish Clear 750ml","Wilko","Matt Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315021","Wilko Satin Quick Dry Ultra Tough Varnish Clear 750ml","Wilko","Satin Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315022","Wilko Gloss Quick Dry Ultra Tough Varnish AntiquePine750ml","Wilko","Gloss Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315024","Wilko Gloss Quick Dry Ultra Tough Varnish Dark Oak750ml","Wilko","Gloss Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315026","Wilko Gloss Quick Dry Ultra Tough Varnish Medium Oak 750ml","Wilko","Gloss Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315030","Wilko Gloss Quick Dry Ultra Tough Varnish Dark Oak250ml","Wilko","Gloss Varnish","250ml",NA,NA,NA,"3m²",0.883333333333333
"DEC","WOO","315032","Wilko Gloss Quick Dry Ultra Tough Varnish Medium Oak 250ml","Wilko","Gloss Varnish","250ml",NA,NA,NA,"3m²",0.883333333333333
"DEC","WOO","315035","Wilko Satin Quick Dry Ultra Tough Varnish Beech 250ml","Wilko","Satin Varnish","250ml",NA,NA,"1","3m²",0.941666666666667
"DEC","WOO","315049","Wilko Satin Quick Dry Ultra Tough Varnish Dark Oak250ml","Wilko","Satin Varnish","250ml",NA,NA,NA,"3m²",0.883333333333333
"DEC","WOO","315053","Wilko Satin Quick Dry Ultra Tough Varnish AntiquePine 750ml","Wilko","Satin Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315054","Wilko Satin Quick Dry Ultra Tough Varnish Beech 750ml","Wilko","Satin Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315055","Wilko Satin Quick Dry Ultra Tough Varnish Dark Oak750ml","Wilko","Satin Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315056","Wilko Satin Quick Dry Ultra Tough Varnish Mahogany750ml","Wilko","Satin Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315057","Wilko Satin Quick Dry Ultra Tough Varnish Medium Oak 750ml","Wilko","Satin Varnish","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315059","Wilko Satin Yacht Varnish Exterior Clear 250ml","Wilko","Satin Varnish","250ml",NA,NA,NA,"4m²",0.883333333333333
"DEC","WOO","315093","Wilko Gloss 5 Year Woodstain Antique Pine 750ml","Wilko","Gloss Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315094","Wilko Gloss 5 Year Woodstain Medium Oak 750ml","Wilko","Gloss Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315096","Wilko Gloss 5 Year Woodstain Mahogany 750ml","Wilko","Gloss Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315097","Wilko Gloss 5 Year Woodstain Rustic Oak 750ml","Wilko","Gloss Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315098","Wilko Gloss 5 Year Woodstain Natural Teak 750ml","Wilko","Gloss Woodstain","750ml",NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315774","Wilko Traditional Wood Dye Interior Antique Pine 250ml","Wilko","Wood Dye","250ml",NA,NA,NA,"9.25m²",0.883333333333333
"DEC","WOO","315775","Wilko Traditional Wood Dye Interior Georgian Medium Oak 250ml","Wilko","Wood Dye","250ml",NA,NA,NA,"9.25m²",0.883333333333333
"DEC","WOO","315776","Wilko Traditional Wood Dye Interior Dark Mahogany250ml","Wilko","Wood Dye","250ml",NA,NA,"1","9.25m²",0.941666666666667
"DEC","WOO","315907","Wilko Traditional Wood Dye Interior Indian Redwood250ml","Wilko","Wood Dye","250ml",NA,NA,NA,"9.25m²",0.883333333333333
"DEC","WOO","315908","Wilko Traditional Wood Dye Interior Jacobean DarkOak 250ml","Wilko","Wood Dye","250ml",NA,NA,"1","9.25m²",0.941666666666667
"DEC","WOO","65151","Wilko Danish Oil 250ml","Wilko","Danish Oil","250ml",NA,NA,NA,"3.5m²",0.883333333333333
