"PSA_1","PSA_2","Article","Web Description","Brand","Type","Pack Qty","Size","Colour","Age","Washable","Power","Assembly","Model Number","Material","Capacity","DQ Score"
"TOI","HAI","126564","Schwarzkopf Poly Color Tint Dark Brown 43","Schwarzkopf","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","126566","Schwarzkopf Poly Color Tint Mahogany 71","Schwarzkopf","Permanent","1",NA,"Wood",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","172793","Schwarzkopf Poly Color Tint Natural Black 45","Schwarzkopf","Permanent","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","172795","Schwarzkopf Poly Color Tint Red, Black 87","Schwarzkopf","Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","229200","Schwarzkopf Live Intense Colour Red Passion 043","Schwarzkopf","Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","229201","Schwarzkopf Live Intense Colour Mystic Violet 087","Schwarzkopf","Permanent","1",NA,"Purple",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","229204","Schwarzkopf Live Intense Highlighter AbsolutePlatinum 00A","Schwarzkopf","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","250369","Schwarzkopf Poly Color Tint Raven Black 49","Schwarzkopf","Permanent","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","250370","Schwarzkopf Poly Color Tint Dark Blonde 37","Schwarzkopf","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","276593","Schwarzkopf Live Intense ColourTempting Chocolate 880","Schwarzkopf","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","329433","Schwarzkopf Live Intense HighlighterMax Blonde 00B","Schwarzkopf","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","332880","Schwarzkopf Live Ultra Brights Pillar Box Red 092","Schwarzkopf","Semi-Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","33751","Schwarzkopf Poly Style Foam Perm Dry","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","33755","Schwarzkopf Poly Style Foam Perm Normal","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","351876","Schwarzkopf Live Ultra Brights TurquoiseTemptation 880","Schwarzkopf","Semi-Permanent","1",NA,"Blue",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","412524","Schwarzkopf Live Intense Bitter Sweet Chocolate089","Schwarzkopf","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","446252","Schwarzkopf Live Lightener + Twist Cool Rose 101","Schwarzkopf","Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","HAI","446253","Schwarzkopf Live Lightener + Twist Cool Lilac 104","Schwarzkopf","Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","HAI","452120","Schwarzkopf Color Expert Colour SealerConditioner 250ml","Schwarzkopf","Hair Treatments and Oils","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452123","Schwarzkopf Color Expert Colour SealerTreatment 150ml","Schwarzkopf","Hair Treatments and Oils","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452125","Schwarzkopf Color Expert Hair ColourantDark Brown 4.0","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452127","Schwarzkopf Color Expert Hair ColourantMedium Brown 5.0","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452129","Schwarzkopf Color Expert Hair ColourantLight Cool Blonde 10.2","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452131","Schwarzkopf Color Expert Hair ColourantNatural Black 1.0","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452133","Schwarzkopf Color Expert Hair ColourantDeep Amethyst 4.9","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,"No",NA,NA,NA,0.825
"TOI","HAI","452137","Schwarzkopf Color Expert Hair ColourantIntense Red 6.88","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452139","Schwarzkopf Color Expert Hair ColourantDark Blonde 7.0","Schwarzkopf","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452899","Schwarzkopf Live Ultra Brights Hair ColourantSea Mermaid","Schwarzkopf","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","452900","Schwarzkopf Ultra Brights Hair ColourantSteel Silver","Schwarzkopf","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","457106","Live Ultra Bright Aqua Collection 111","Schwarzkopf","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76
"TOI","HAI","457107","Live Ult Bright Sunburst Collection 110","Schwarzkopf","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76
"TOI","HAI","457108","Schwarzkopf Live Pastel It 200ml","Schwarzkopf","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","33943","Wella Hair Streaking Kit Natural Light BlondeHighlights","Wella","Highlights","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","347747","Wilko Hair Colour Mixing Bowl","Wilko","Accessories and Tools","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","347748","Wilko Hair Foils","Wilko","Accessories and Tools","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","347749","Wilko Hairdressing Cape","Wilko","Accessories and Tools","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","347750","Wilko Hairdressing Scissors","Wilko","Accessories and Tools","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","347753","Wilko Thinning Scissors","Wilko","Scissors","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","347754","Wilko Tinting Brush","Wilko","Accessories and Tools","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HOS","134592","Wilko Tights 15 Denier Natural Regular 3pk","Wilko","Tights","3pk","Regular","Cream",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","134594","Wilko Sheer Tights 15 Denier Barely Black Large3pk","Wilko","Tights","3pk","Large","Black",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","134595","Wilko Tights Mink 15 Denier Large 3pk","Wilko","Tights","3pk","Large","Brown",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","179209","Wilko Opaque Tights Black 40 Denier Large 2pk","Wilko","Tights","2pk","Large",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","179210","Wilko Opaque Tights Black 40 Denier Regular 2pk","Wilko","Tights","2pk","Regular",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","179212","Wilko Knee Highs Natural 15 Denier One Size 3pk","Wilko","Knee High","3pk","41824","Cream",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","179252","Wilko Knee Highs Barely Black 15 Denier One Size3pk","Wilko","Knee High","3pk","41824","Black",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","179262","Wilko Tights 15 Denier Large Sweet Pepper 3pk","Wilko","Tights","3pk","Large","Red",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","179264","Wilko Tights 15 Denier Regular Sweet Pepper 3pk","Wilko","Tights","3pk","Regular","Red",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","179274","Wilko Ankle High Barely Black 15 Denier One Size3pk","Wilko","Ankle High","3pk","One Size",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","246845","Wilko Hold Up Lace Top Sheer Natural One Size","Wilko","Hold Up's",NA,"One Size","Cream",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","250737","Wilko Fashion Hold Ups Lace Black","Wilko","Hold Up's",NA,"One Size","Black",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","309946","Wilko Opaque Tights 80 Denier Large 1pk","Wilko","Tights","1pk","Large",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","309948","Wilko Opaque Tights 80 Denier Medum 1pk","Wilko","Tights","1pk","Medium",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","340560","Wilko Opaque Tights with Lycra 40 Denier Large 3pk","Wilko","Tights","3pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","340561","Wilko Opaque Tights with Lycra 60 Denier Medium3pk","Wilko","Tights","3pk",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","340562","Wilko Opaque Tights with Lycra 60 Denier Large 3pk","Wilko","Tights","3pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","340568","Wilko Opaque Tights with Lycra 80 Denier Medium3pk","Wilko","Tights","3pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","340569","Wilko Opaque Tights with Lycra 80 Denier Large 3pk","Wilko","Tights","3pk",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","340735","Wilko Knee High with Lycra 40 Denier 3pk","Wilko","Tights","3pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","340736","Wilko Ankle High 40 Denier with Lycra 3pk","Wilko","Ankle High","3pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","352100","Wilko Tights Soft 20 Denier Black Large 1pk","Wilko","Tights","1","medium",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","444604","Wilko Opaque Tights with Lycra 40 Denier XL 3pk","Wilko","Tights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","HOS","444605","Wilko Opaque Tights with Lycra 60 Denier XL 3pk","Wilko","Tights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","HOS","444606","Wilko Opaque Tights with Lycra 80 Denier XL 3pk","Wilko","Tights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453254","Wilko Tights Lycra MoisturisingNatural 15Denier Medium 5pk","Wilko","Tights","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453255","Wilko Tights Lycra Moisturising Finish Natural15D Large 5pk","Wilko","Tights ","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453256","Wilko Tights Lycra Moisturising Finish Natural15D Extra Large 5pk","Wilko","Tights ","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453257","Wilko Tights Lycra Moisturising Finish Black15D Medium 5pk","Wilko","Tights","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453258","Wilko Matt Appearance Tights Moisturising Finish15 Denier Black 5pk L","Wilko","Tights","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453259","Wilko Matt Appearance Tights Moisturising Finish15 Denier Black 5pk XL","Wilko","Tights ","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453260","Wilko Matt Appearance Ladder Resist Tights15 Denier Natural 5pk M","Wilko","Tights ","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453261","Wilko Tights Lycra Ladder Resistant Natural15D Large 5pk.","Wilko","Tights ","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453262","Wilko Tights Lycra Ladder Resistant Natural15D Extra Large 5pk","Wilko","Tights","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453263","Wilko Tights Lycra Ladder Resistant Black15D Medium 5pk","Wilko","Tights","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453264","Wilko Tights Lycra Ladder Resistant Black15D Large 5pk","Wilko","Tights","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453265","Wilko Tights Lycra Ladder Resistant Black15D Extra Large 5pk","Wilko","Tights","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453266","Wilko Knee High Lycra® Moisturising Finish Natural15D 5pk","Wilko","Knee High","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453267","Wilko Knee High Lycra® Moisturising Finish Black15D 5pk","Wilko","Knee High","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453268","Wilko Ankle High Lycra Moisture Finish Natural15D 5pk","Wilko","Ankle High","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453269","Wilko Ankle High Lycra Moisturising Finish Black15D 5pk","Wilko","Ankle High","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453270","Wilko Tights Bum Tum Thigh Shaper NaturalMedium","Wilko","Shaper Tights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453271","Wilko Tights Bum Tum Thigh Shaper NaturalLarge","Wilko","Shaper Tights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453272","Wilko Tights Bum Tum Thigh Shaper NaturalExtra Large","Wilko","Shaper Tights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453273","Wilko Tights Bum Tum Thigh Shaper BlackMedium","Wilko","Shaper Tights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453274","Wilko Tights Bum Tum Thigh Shaper BlackLarge","Wilko","Shaper Tights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453275","Wilko Tights Bum Tum Thigh Shaper BlackExtra Large","Wilko","Shaper Tights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453371","Wilko TFF Tights Barely Black15D Extra Large 3pk","Wilko","Tights ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453372","Wilko TFF Tights Honey 15D Extra Large 3pk","Wilko","Tights ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453373","Wilko TFF Tights Mink 15D Extra Large 3pk","Wilko","Tights ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453375","Wilko Taller Fuller Figure Smooth Knit TightsBarely Black XXL 3pk","Wilko","Tights ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453376","Wilko TFF Tights Honey 15D Extra Extra Large 3pk","Wilko","Tights ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","453377","Wilko TFF Tights Mink 15D Extra Extra Large 3pk","Wilko","Tights ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","HOS","51749","Wilko Tights Mink 15 Denier Regular 3pk","Wilko","Tights","3pk","Regular","Brown",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","51755","Wilko Tights Barely Black 15 Denier Regular 3pk","Wilko","Tights","3pk","Regular","Black",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","81626","Wilko Tights Natural 15 Denier Large 3pk","Wilko","Tights","3pk","Large","Cream",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"TOI","HOS","234112","Right Price Smooth Knit Knee Highs Barely Black One Size 5pk","Wilko Functional","Knee High","5pk","One Size","Black",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"TOI","HOS","234113","Right Price Smooth Knit Knee Highs Natural One Size 5pk","Wilko Functional","Knee High","5pk","One Size","Cream",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"TOI","HOS","234115","Wilko Functional Smooth Knit Tights NaturalLarge 5pk","Wilko Functional","Tights","5pk","Large",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"TOI","HOS","234117","Right Price Tights Smooth Knit Natural Regular 5pk","Wilko Functional","Tights","5pk","Regular",NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"TOI","HOS","234119","Right Price Tights Smooth Knit Natural ExtraLarge 5pk","Wilko Functional","Tights","5pk","Extra Large",NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"TOI","MAX","312300","Max Factor Mini Nail Polish Ivory 001","Maxfactor","Nail Polish",NA,"4.5ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312301","Max Factor Mini Nail Polish Mauve 004","Maxfactor","Nail Polish",NA,"4.5ml","Purple",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312303","Max Factor Mini Nail Polish Diva Violet 008","Maxfactor","Nail Polish",NA,"4.5ml","Purple",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312304","Max Factor Mini Nail Polish Diva Coral 009","Maxfactor","Nail Polish",NA,"4.5ml","Green",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312308","Max Factor Mini Nail Polish Dazz Blue 014","Maxfactor","Nail Polish",NA,"4.5ml","Blue",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312309","Max Factor Mini Nail Polish Cloudy Blue 018","Maxfactor","Nail Polish",NA,"4.5ml","Blue",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","312310","Max Factor Mini Nail Polish Silver 020","Maxfactor","Nail Polish",NA,"4.5ml","Silver",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","336322","Max Factor Glossfinity Nail Polish Angel Nails 55","Maxfactor","Nail Polish",NA,"11ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","336323","Max Factor Glossfinity Nail PolishMidnight Bronze","Maxfactor","Nail Polish",NA,"11ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","336324","Max Factor Glossfinity Nail Polish Dusky Rose 105","Maxfactor","Nail Polish",NA,"11ml","Pink",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","400958","Max Factor Glossfinity Nail Polish Top Coat 05","Maxfactor","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400959","Max Factor Glossfinity Nail Polish Desert Sand 25","Maxfactor","Nail Polish","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","400967","Max Factor Glossfinity Nail Polish Disco Pink 120","Maxfactor","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400968","Max Factor Glossfinity Nail Polish Marshmallow 125","Maxfactor","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400983","Max Factor Max Effect Mini Nail Polish Cappucino 2","Maxfactor","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400984","Max Factor Max Effect Mini Nail Polish Jade 27","Maxfactor","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400987","Max Factor Max Effect Mini Nail Polish Lilac 30","Maxfactor","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","400992","Max Factor Max Effect Mini Nail Polish Noir 36","Maxfactor","Nail Polish","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","400996","Max Factor Max Effect Mini Nail PolishMoon Dust 42","Maxfactor","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","401004","Max Factor Glossfinity Nail PolishBurgundy Crush 155","Maxfactor","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAX","408582","Max Factor Glossfinity Gel Shine Nail PolishVivid Vermillion 20","Maxfactor","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408584","Max Factor Glossfinity Gel Shine Patent Poppy 25","Maxfactor","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408854","Max Factor Glossfinity Gel Shine Nail PolishTwink Pink 30","Maxfactor","Nail Polish","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408855","Max Factor Glossfinity Gel Shine Nail PolishLacquer Violet 35","Maxfactor","Nail Polish","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408856","Max Factor Glossfinity Gel Shine Nail PolishGlazed Colbalt 40","Maxfactor","Nail Polish","1",NA,"Blue",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","408859","Max Factor Glossfinity Gel Shine Nail PolishSparkberry 55","Maxfactor","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","450853","Max Factor Matte Bullet Lipstick Nude 05","Maxfactor","Lipstick","1","7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","450854","Max Factor Matte Bullet Sunkiss 10","Maxfactor","Lipstick","1","7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","450855","Max Factor Matte Bullet Rose 20","Maxfactor","Lipstick","1","7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","450858","Max Factor Effect Mini Nail 23 Hot Pink","Maxfactor","Nail Polish","1","7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","451470","Max Factor Matte Bullet Love 35","Maxfactor","Lipstick","1","7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAX","451471","Max Factor 2000 Cal Curl Addict Mascara Black","Maxfactor","Mascara","1","7g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAY","425972","Maybelline Dr Rescue Nail Care Quick Dry DropsTop Coat","Garnier","Nail Polish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","MAY","295932","Maybelline Dream Matte Mousse Foundation SPF 1560 Caramel","Maybelline","Liquid Foundation",NA,"18g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296818","Maybelline SuperStay 7 Days Gel Nail Polish 06Deep Red","Maybelline","Nail Polish",NA,"10ml","Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296845","Maybelline Dream Matte Mousse Foundation SPF 1505 Porcelain","Maybelline","Liquid Foundation",NA,"18g","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296850","Maybelline Dream Matte Mousse Foundation SPF 15030 Sand","Maybelline","Liquid Foundation",NA,"18g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296851","Maybelline Dream Matte Mousse Foundation SPF 1540 Fawn","Maybelline","Liquid Foundation",NA,"18g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296852","Maybelline Dream Matte Mousse Foundation SPF 15048 Sun Beige","Maybelline","Liquid Foundation",NA,"18g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296856","Maybelline Dream Satin Liquid Foundation 20 Cameo30ml","Maybelline","Liquid Foundation",NA,"30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296857","Maybelline Dream Satin Liquid Foundation 21 Nude30ml","Maybelline","Liquid Foundation",NA,"30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296858","Maybelline Dream Satin Liquid Foundation 30 Sand30ml","Maybelline","Liquid Foundation",NA,"30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296859","Maybelline Dream Satin Liquid Foundation 40 Fawn30ml","Maybelline","Liquid Foundation",NA,"30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","296860","Maybelline Dream Satin Liquid Foundation 48 SunBeige 30ml","Maybelline","Liquid Foundation",NA,"30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","297220","Maybelline Master Precise Liquid Eyeliner Black","Maybelline","Eye Liner",NA,"5g","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","302619","Maybelline SuperStay 7 Days Gel Nail Polish RosePoudre","Maybelline","Nail Polish","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","306949","Maybelline SuperStay 7 Days Gel Nail Polish 135Nude Rose","Maybelline","Nail Polish","1",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","MAY","306954","Maybelline Color Sensational Lipstick 547Pleasure Me Red","Maybelline","Lipstick",NA,"6.8ml","Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","309815","Maybelline Color Sensational Lip Liner 140Intense Pink","Maybelline","Lip Liner",NA,"5g","Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","309816","Maybelline Color Sensational Lip Liner 338Midnight Plum","Maybelline","Lip Liner",NA,"5g","Purple",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","309817","Maybelline Color Sensational Lip Liner 540Hollywood Red","Maybelline","Lip Liner",NA,"5g","Wood",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","309818","Maybelline Color Sensational Lip Liner 547Pleasure Me Red","Maybelline","Lip Liner",NA,"5g","Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","311644","Maybelline Liner Express Eyeliner Black","Maybelline","Eye Liner","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","329683","Maybelline Master Smoky Eyeliner Pencil SmokyBlack","Maybelline","Eye Liner",NA,"5g","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","329694","Maybelline Master Shape Eyebrow Pencil Dark Blond","Maybelline","Brows",NA,"5g","Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","329695","Maybelline Master Shape Eyebrow Pencil Soft Brown","Maybelline","Brows",NA,"5g","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","329697","Maybelline SuperStay 7 Days Gel Nail Polish 76French Manicure","Maybelline","Nail Polish",NA,"10ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332684","Maybelline Color Show Nail Polish Ocean Blue","Maybelline","Nail Polish","1",NA,"Blue",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332776","Maybelline Color Show Nail Polish 677 Blackout","Maybelline","Nail Polish","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","MAY","332779","Maybelline Color Show Nail Polish Electric Yellow","Maybelline","Nail Polish","1",NA,"Yellow",NA,NA,NA,NA,NA,NA,NA,0.93
