"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Age","DQ Score"
"TOI","SHC","274039","Head & Shoulders Anti Dandruff ShampooItchy Scalp 250ml","Head & Shoulders","19.4CM","6.2CM","3.5CM","Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","324072","Head & Shoulders Anti-Dandruff Shampoo AppleFresh 250ml","Head & Shoulders","19.5CM","6.5CM","3.7CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","329356","Head & Shoulders Citrus Fresh 2in1 Shampoo andConditioner 450ml","Head & Shoulders","22.0CM","8.0CM","4.8CM","2 in 1 Shampoo and Conditioner","450ml",NA,"1",NA,1
"TOI","SHC","351686","Head & Shoulders Anti Dandruff Shampoo MentholFresh 500ml","Head & Shoulders","22.0CM","8.3CM","5.0CM","Shampoo","500ml",NA,"1",NA,1
"TOI","SHC","94207","Head & Shoulders Classic Clean Anti-DandruffShampoo 250ml","Head & Shoulders","19.5CM","6.5CM","3.7CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","276575","Herbal Essences Dazzling Shine Conditioner 400ml","Herbal Essences","21.5CM","7.5CM","4.7CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","276576","Herbal Essences Hello Hydration Conditioner 400ml","Herbal Essences","21.5CM","7.1CM","4.7CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","276578","Herbal Essences Shampoo Hello Hydration For DryHair 400ml","Herbal Essences","21.5CM","7.1CM","4.7CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","307836","Herbal Essences Shampoo Bee Strong For DamagedHair 400ml","Herbal Essences","21.5CM","7.1CM","4.7CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","307837","Herbal Essences Conditioner Bee Strong DamagedHair 400ml","Herbal Essences","21.5CM","7.1CM","4.7CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","351705","Herbal Essences Conditioner Ignite My Colour 400ml","Herbal Essences","21.5CM","7.5CM","4.3CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","351763","Herbal Essences Shampoo Ignite My Colour 400ml","Herbal Essences","21.5CM","7.5CM","4.3CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","352702","John Frieda Frizz Ease Extra Strength Hair Serum50ml","John Frieda","16.5CM","4.0CM","4.0CM","Hair Treatments and Oils","50ml",NA,"1",NA,1
"TOI","SHC","352716","John Frieda Luxurious Volume Blow Dry Lotion 125ml","John Frieda","14.0CM","5.7CM","3.5CM","Volumising Powder","125ml","Multi","1",NA,1
"TOI","SHC","352723","John Frieda Shampoo Luxurious Volume 250ml","John Frieda","19.8CM","7.8CM","4.7CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","352724","John Frieda Conditioner Luxurious Volume 250ml","John Frieda","19.8CM","7.8CM","4.7CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","412748","John Frieda Frizz Ease Miraculous RecoveryShampoo 250ml","John Frieda","20.4CM","7.7CM","4.7CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","412749","John Frieda Frizz Ease Miraculous RecoveryConditioner 250ml","John Frieda","20.4CM","7.7CM","4.7CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","438918","John Frieda Sheer Blonde Moisturising 250ml","John Frieda","20.1CM","7.8CM","5.0CM","Shampoo","200ml Plastic Tube",NA,"1",NA,1
"TOI","SHC","438919","John Frieda Sheer Blonde Moist Conditioner 250ml","John Frieda","20.1CM","7.8CM","5.0CM","Conditioner","200ml Plastic Tube",NA,"1",NA,1
"TOI","SHC","438922","John Frieda Sheer Blonde Go Blonder Shampoo 250ml","John Frieda","20.1CM","7.8CM","5.0CM","Shampoo","200ml Plastic Tube",NA,"1",NA,1
"TOI","SHC","438923","John Frieda Sheer Blonde Go Blonder Conditioner250ml","John Frieda","20.1CM","7.8CM","5.0CM","Conditioner","200ml Plastic Tube",NA,"1",NA,1
"TOI","SHC","438924","John Frieda Brunette Colour Protect MoisturisingShampoo 250ml","John Frieda","20.1CM","7.8CM","5.0CM","Shampoo","200ml Plastic Tube",NA,"1",NA,1
"TOI","SHC","438925","John Frieda Brunette Colour Protect MoisturisingConditioner 250ml","John Frieda","20.1CM","7.8CM","5.0CM","Conditioner","200ml Plastic Tube",NA,"1",NA,1
"TOI","SHC","205402","L'Oreal Elnett Normal Strength Hairspray 200ml","L'Oreal","21.9CM","4.5CM","4.5CM","Hairspray","200ml","Multi","1",NA,1
"TOI","SHC","205403","L'Oreal Elnett Extra Strength Hairspray 200ml","L'Oreal","21.9CM","4.5CM","4.5CM","Hairspray","200ml","Multi","1",NA,1
"TOI","SHC","220740","L'Oreal Elnett Normal Strength Hairspray 75ml","L'Oreal","14.6CM","3.5CM","3.5CM","Hairspray","75ml","Multi","1",NA,1
"TOI","SHC","221383","L'Oreal Elnett Supreme Hold Hairspray 200ml","L'Oreal","22.0CM","4.5CM","4.5CM","Hairspray","200ml","Multi","1",NA,1
"TOI","SHC","223731","L'Oreal Elvive Colour Protect Coloured HairShampoo 250ml","L'Oreal","18.7CM","7.3CM","3.5CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","224638","L'Oreal Elvive Colour Protect Coloured HairConditioner 250ml","L'Oreal","20.2CM","7.3CM","3.5CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","236597","L'Oreal Elnett Extra Strength Hairspray 75ml","L'Oreal","14.6CM","3.5CM","3.5CM","Hairspray","75ml","Multi","1",NA,1
"TOI","SHC","258465","L'Oreal Elvive Colour Protect Coloured HairShampoo 400ml","L'Oreal","21.8CM","8.0CM","4.2CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","258466","L'Oreal Elvive Full Restore 5 Damaged HairShampoo 400ml","L'Oreal","21.8CM","8.0CM","4.2CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","258468","L'Oreal Elvive Colour Protect Coloured HairConditioner 400ml","L'Oreal","21.1CM","8.0CM","4.5CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","258469","L'Oreal Elvive Full Restore 5 Damaged HairConditioner 400ml","L'Oreal","21.1CM","8.0CM","4.5CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","290536","L'Oreal Elnett Infinite Shine Hairspray 200mlParis Collection","L'Oreal","21.9CM","4.5CM","4.5CM","Hairspray","200ml","Multi","1",NA,1
"TOI","SHC","307579","L'Oreal Elvive Nutri Gloss Shine Dull HairConditioner 400ml","L'Oreal","21.1CM","8.0CM","4.5CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","32841","L'Oreal Elnett Supreme Hold Hairspray 400ml","L'Oreal","27.8CM","5.2CM","5.2CM","Hairspray","400ml","Multi","1",NA,1
"TOI","SHC","347741","L'Oreal Elvive Fibrology Fine Hair ThickeningShampoo 400ml","L'Oreal","22.0CM","7.9CM","3.9CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","351727","L'Oreal Elnett Infinite Shine Hairspray 400mlParis Collection","L'Oreal","27.8CM","5.2CM","5.2CM","Hairspray","400ml","Multi","1",NA,1
"TOI","SHC","352328","L'Oreal Elvive Extraordinary Oil Dry Hair Shampoo400ml","L'Oreal","21.7CM","8.0CM","4.0CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","352329","L'Oreal Elvive Extraordinary Oil Dry HairConditioner 400ml","L'Oreal","21.7CM","8.0CM","4.0CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","429010","L'Oreal Elvive Clay Oily Roots Shampoo 400ml","L'Oreal","21.7CM","8.0CM","4.2CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","429011","L'Oreal Elvive Clay Oily Roots Conditioner 400ml","L'Oreal","22.0CM","8.0CM","4.4CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","429012","L'Oreal Elvive Clay Oily Roots Shampoo 250ml","L'Oreal","18.6CM","7.3CM","3.4CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","429013","L'Oreal Elvive Clay Oily Roots Conditioner 250ml","L'Oreal","20.1CM","7.3CM","3.4CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","449219","L'Oreal Elvive Fibrology Air Flat Hair Shampoo400ml","L'Oreal","21.7CM","8.0CM","4.2CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","449220","L'Oreal Elvive Fibrology Air Flat HairConditioner 400ml","L'Oreal","22.0CM","8.0CM","4.4CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","452894","L'Oreal Studio Pro Heat It Hot and Go 150ml","L'Oreal","19.7CM","4.8CM","6.0CM","Heat Protection","150ml",NA,"1",NA,1
"TOI","SHC","69028","L'Oreal Elnett Normal Strength Hairspray 400ml","L'Oreal","27.8CM","5.2CM","5.2CM","Hairspray","400ml","Multi","1",NA,1
"TOI","SHC","278421","Neutrogena T-Gel Shampoo 250ml","Neutrogena","20.7CM","5.8CM","4.2CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","324866","Nizoral Anti Dandruff Shampoo 60ml","Nizoral","14.3CM","5.7CM","3.1CM","Shampoo","60ml",NA,"1",NA,1
"TOI","SHC","403088","Palmers Coconut Oil Shampoo 400ml","Palmers","20.0CM","8.0CM","4.5CM","Shampoo","400ml","Multi","1",NA,1
"TOI","SHC","403089","Palmers Coconut Oil Conditioner 250ml","Palmers","21.5CM","7.5CM","4.5CM","Conditioner","250ml","Multi","1",NA,1
"TOI","SHC","236475","Pantene Smooth and Sleek Conditioner 360ml","Pantene","21.4CM","6.9CM","4.8CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","236481","Pantene Smooth and Sleek Shampoo for Dry FrizzyHair 400ml","Pantene","22.0CM","7.1CM","5.4CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","236482","Pantene Repair and Protect Conditioner 360ml","Pantene","21.4CM","6.9CM","4.8CM","Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","236483","Pantene Repair and Protect Shampoo for DamagedHair 400ml","Pantene","22.0CM","7.1CM","5.4CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","239804","Pantene Pro-V Perfect Volume LightweightHairspray 300ml","Pantene","25.6CM","4.9CM","4.9CM","Hairspray","300ml","Multi","1",NA,1
"TOI","SHC","239805","Pantene Pro-V Extra Strong Hold Hairspray 300ml","Pantene","25.6CM","4.9CM","4.9CM","Hairspray","300ml","Multi","1",NA,1
"TOI","SHC","242479","Pantene Pro-V Ice Shine lightweight Hairspray300ml","Pantene","25.6CM","4.9CM","4.9CM","Hairspray","300ml","Multi","1",NA,1
"TOI","SHC","252028","Pantene 2 in 1 Shampoo and Conditioner Smooth andSleek for Dry and Frizzy Hair 400ml","Pantene","22.0CM","7.1CM","5.4CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","252053","Pantene Pro-V Ultra Strong Hold Hairspray 300ml","Pantene","25.6CM","4.9CM","4.9CM","Hairspray","300ml","Multi","1",NA,1
"TOI","SHC","273854","Pantene Colour Protect Shampoo for Coloured Hair400ml","Pantene","22.0CM","7.1CM","5.4CM","Shampoo","400ml",NA,"1",NA,1
"TOI","SHC","281796","Pantene 2 in 1 Shampoo and Conditioner ClassicClean For Normal Hair 400ml","Pantene","22.0CM","7.1CM","5.4CM","2 in 1 Shampoo and Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","281797","Pantene 2 in 1 Shampoo and Conditioner Volume andBody for Fine Hair 400ml","Pantene","22.0CM","7.1CM","5.4CM","2 in 1 Shampoo and Conditioner","400ml",NA,"1",NA,1
"TOI","SHC","302584","Pantene Colour Protect and Smooth Conditioner360ml","Pantene","21.4CM","6.9CM","4.8CM","Conditioner","360ml",NA,"1",NA,1
"TOI","SHC","290257","Schwarzkopf Got2Be Spiking GlueGlued 150ml","Schwarzkopf","17.6CM","8.9CM","5.5CM","Hair Gel and Wax","150ml","Multi","1",NA,1
"TOI","SHC","315894","Schwarzkopf Got2b Powderful Volumizing Styling Powder 10g","Schwarzkopf","12.8CM","7.1CM","3.8CM","Volumising Powder","10g","Multi","1",NA,1
"TOI","SHC","333174","Schwarzkopf Got2b Istylers Restyler Texture Clay 75ml","Schwarzkopf","3.7CM","7.7CM","7.7CM","Clay and Putty","75ml","Multi","1",NA,1
"TOI","SHC","334576","Schwarzkopf Got2b Oil-Licious Styling Oil Tame andShine 50ml","Schwarzkopf","12.7CM","4.2CM","2.5CM","Hair Gel and Wax","50ml","Multi","1",NA,1
"TOI","SHC","48111","Schwarzkopf Gliss Hair Repair Shine Tonic 100ml","Schwarzkopf","13.5CM","4.5CM","4.5CM","Hair Treatments and Oils","100ml",NA,"1",NA,1
"TOI","SHC","351782","Silvikrin Classic Hairspray Flexible Hold 400ml","Silvikrin","25.0CM","5.6CM","5.6CM","Hairspray","400ml","Multi","1",NA,1
"TOI","SHC","429006","Pro Voke Touch Of Silver Brightening Shampoo150ml","Touch of Silver","13.9CM","5.8CM","3.5CM","Shampoo","150ml",NA,"1",NA,1
"TOI","SHC","429007","Pro Voke Touch Of Silver Intense Conditoner150ml","Touch of Silver","13.9CM","5.8CM","3.5CM","Conditioner","150ml",NA,"1",NA,1
"TOI","SHC","429008","Pro Voke Touch Of Silver Colour Care Shampoo200ml","Touch of Silver","17.5CM","6.0CM","3.5CM","Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","429009","Pro Voke Touch Of Silver Colour Care Conditioner200ml","Touch of Silver","17.5CM","6.0CM","3.5CM","Conditioner","200ml",NA,"1",NA,1
"TOI","SHC","219438","Tresemme Deep Cleansing Shampoo 900ml","Tresemme","21.2CM","8.5CM","8.5CM","Shampoo","900ml",NA,"1",NA,1
"TOI","SHC","219439","Tresemme Remoisturising Conditioner 900ml","Tresemme","21.2CM","8.5CM","8.5CM","Conditioner","900ml",NA,"1",NA,1
"TOI","SHC","219440","Tresemme Colour Revitalising Shampoo 900ml","Tresemme","21.2CM","8.5CM","8.5CM","Shampoo","900ml",NA,"1",NA,1
"TOI","SHC","219441","Tresemme Colour Revitalise Colour Fade ProtectionConditioner 900ml","Tresemme","21.2CM","8.5CM","8.5CM","Conditioner","900ml",NA,"1",NA,1
"TOI","SHC","219445","Tresemme Conditioner Moisture Rich 900ml","Tresemme","21.2CM","8.5CM","8.5CM","Conditioner","900ml",NA,"1",NA,1
"TOI","SHC","222256","Tresemme Salon Finish Hair Spray Extra Hold 500ml","Tresemme","23.9CM","6.6CM","6.6CM","Hairspray","500ml","Multi","1",NA,1
"TOI","SHC","242094","Tresemme Firm Hold Hair Spray 100ml","Tresemme","15.5CM","4.0CM","4.0CM","Hairspray","100ml","Multi","1",NA,1
"TOI","SHC","243338","Tresemme Salon Silk Conditioner 900ml","Tresemme","21.2CM","8.5CM","8.5CM","Conditioner","900ml",NA,"1",NA,1
"TOI","SHC","243339","Tresemme Salon Silk Shampoo 900ml","Tresemme","21.2CM","8.5CM","8.5CM","Shampoo","900ml",NA,"1",NA,1
"TOI","SHC","334635","Tresemme Platinium Strengthening Conditioner 500ml","Tresemme","20.0CM","6.5CM","6.5CM","Conditioner","500ml",NA,"1",NA,1
"TOI","SHC","345375","Tresemme Hairspray Freeze Hold Salon Finish 500ml","Tresemme","23.9CM","6.6CM","6.6CM","Hairspray","500ml","Multi","1",NA,1
"TOI","SHC","449771","Tresemme Keratin Smooth Shampoo 500ml","Tresemme","20.8CM","6.5CM","6.5CM","Shampoo","500ml",NA,"1",NA,1
"TOI","SHC","449772","Tresemme Keratin Smooth Conditioner 500ml","Tresemme","20.8CM","6.5CM","6.5CM","Conditioner","500ml",NA,"1",NA,1
"TOI","SHC","141025","VO5 Extra Hold Hairspray 275ml","VO5","22.8CM","4.7CM","4.7CM","Hairspray","275ml","Multi","1",NA,1
"TOI","SHC","141026","VO5 Firm Hold Hairspray 275ml","VO5","22.8CM","4.7CM","4.7CM","Hairspray","275ml","Multi","1",NA,1
"TOI","SHC","141028","VO5 Groomed Styling Wax 75ml","VO5","4.6CM","5.9CM","5.9CM","Hair Gel and Wax","75ml","Multi","1",NA,1
"TOI","SHC","193844","VO5 Extra Body Styling Mousse 200ml","VO5","22.0CM","4.4CM","4.4CM","Mousse","200ml","Multi","1",NA,1
"TOI","SHC","193845","VO5 Mega Hold Styling Mousse 200ml","VO5","22.0CM","4.4CM","4.4CM","Mousse","200ml","Multi","1",NA,1
"TOI","SHC","193846","VO5 Volume Boost Gel Spray 200ml","VO5","19.4CM","4.5CM","4.5CM","Hairspray","200ml","Multi","1",NA,1
"TOI","SHC","200644","VO5 Mega Hold Gel Spray 200ml","VO5","19.4CM","4.5CM","4.5CM","Hairspray","200ml","Multi","1",NA,1
"TOI","SHC","205398","VO5 Extreme Style Texture reWork Putty 150ml","VO5","5.2CM","8.0CM","8.0CM","Clay and Putty","150ml","Multi","1",NA,1
"TOI","SHC","221351","VO5 Extreme Style Texture Texturising Gum 75ml","VO5","3.0CM","7.6CM","7.6CM","Hair Gel and Wax","75ml","Multi","1",NA,1
"TOI","SHC","306827","VO5 Nourish My Shine Conditioner 250ml","VO5","18.9CM","6.6CM","3.6CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","306828","VO5 Nourish My Shine Shampoo 250ml","VO5","18.9CM","6.6CM","3.6CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","306832","VO5 Give Me Moisture Conditioner 250ml","VO5","18.9CM","6.6CM","3.6CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","351647","VO5 Plump It Up Weightless Mousse 200ml","VO5","19.5CM","4.7CM","4.7CM","Mousse","200ml","Multi","1",NA,1
"TOI","SHC","429128","VO5 Smoothly Does It Conditioner 250ml","VO5","18.9CM","6.6CM","3.6CM","Conditioner","250ml",NA,"1",NA,1
"TOI","SHC","100424","Vosene Original Shampoo 2in1 250ml","Vosene","19.2CM","7.0CM","3.6CM","Shampoo","250ml",NA,"1",NA,1
"TOI","SHC","140787","Wella Shockwaves Strong Control Styling Hairspray250ml","Wella","23.0CM","4.4CM","4.4CM","Hairspray","125ml","Multi","1",NA,1
"TOI","SHC","212609","Wella Shock Waves Ultra Strong Mess Constructor 150ml","Wella","6.8CM","6.4CM","6.4CM","Hair Gel and Wax","150ml","Multi","1",NA,1
"TOI","SHC","236800","Wella Shockwaves Ultra Strong Tuff StuffSweat Proof Gel 200ml","Wella","17.5CM","7.8CM","5.0CM","Hair Gel and Wax","200ml","Multi","1",NA,1
"TOI","SHC","44589","Wella Shockwaves Ultra Strong Power Hold Gel 200ml","Wella","17.7CM","7.7CM","4.6CM","Hair Gel and Wax","200ml","Multi","1",NA,1
"TOI","SHC","74126","Wella Shockwaves Curls and Waves Mousse 200ml","Wella","23.1CM","4.4CM","4.4CM","Mousse","200ml","Multi","1",NA,1
"TOI","SHC","74349","Wella Shockwaves Volume Mousse 200ml","Wella","23.0CM","4.4CM","4.4CM","Mousse","200ml","Multi","1",NA,1
"TOI","SHC","83621","Wella Shock Waves Ultra Strong Power Hold Hairspray 250ml","Wella","21.8CM","4.9CM","4.9CM","Hairspray","250ml","Multi","1",NA,1
"TOI","SHC","306004","Wilko Shampoo Apple  and Tea Tree 750ml","Wilko","22.5CM","7.0CM","7.0CM","Shampoo","750ml",NA,"1",NA,1
"TOI","SHC","306005","Wilko Conditioner Apple Tea Tree 750ml","Wilko","22.5CM","7.0CM","7.0CM","Conditioner","750ml",NA,"1",NA,1
"TOI","SHC","306007","Wilko Conditioner Vanilla 750ml","Wilko","22.5CM","7.0CM","7.0CM","Conditioner","750ml",NA,"1",NA,1
"TOI","SHC","306008","Wilko Shampoo Jojoba 750","Wilko","22.5CM","7.0CM","7.0CM","Shampoo","750ml",NA,"1",NA,1
"TOI","SHC","306009","Wilko Conditioner Jojoba 750ml","Wilko","22.5CM","7.0CM","7.0CM","Conditioner","750ml",NA,"1",NA,1
"TOI","SHC","306011","Wilko Medicated Shampoo 300ml","Wilko","16.5CM","7.0CM","3.5CM","Shampoo","300ml",NA,"1",NA,1
"TOI","SHC","306013","Wilko Anti Dandruff 2 in 1 300ml","Wilko","16.5CM","7.0CM","3.5CM","2 in 1 Shampoo and Conditioner","300ml",NA,"1",NA,1
"TOI","SHC","306085","Wilko Style Gel Wet Look 250ml","Wilko","8.0CM","7.0CM","7.0CM","Hair Gel and Wax","250ml","Multi","1",NA,1
"TOI","SHC","306086","Wilko Hair Gel Extra Hold 500ml","Wilko","10.5CM","8.9CM","8.9CM","Hair Gel and Wax","500ml","Multi","1",NA,1
"TOI","SHC","341061","Wilko Dry Shampoo All Shades 200ml","Wilko","22.0CM","4.5CM","4.5CM","Dry Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","341063","Wilko Dry Shampoo Brunette 200ml","Wilko","22.0CM","4.5CM","4.5CM","Dry Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","342930","Wilko Hair Mousse Extra Firm Control 300ml","Wilko","24.5CM","5.3CM","5.3CM","Mousse","300ml","Multi","1",NA,1
"TOI","SHC","345032","Wilko Hairspray Firm 300ml","Wilko","23.5CM","5.2CM","5.2CM","Hairspray","300ml","Multi","1",NA,1
"TOI","SHC","345033","Wilko Hairspray Extra Firm 300ml","Wilko","23.5CM","5.2CM","5.2CM","Hairspray","300ml","Multi","1",NA,1
"TOI","SHC","345038","Wilko Hair Mousse Firm 300ml","Wilko","24.5CM","5.3CM","5.3CM","Mousse","300ml","Multi","1",NA,1
"TOI","SHC","347673","Wilko Kids Shampoo Strawberry 250ml","Wilko","16.0CM","8.0CM","5.0CM","Kids Shampoo and Conditioner","250ml",NA,"1","Toddler",1
"TOI","SHC","347674","Wilko Kids Detangling Spray Conditioner 150ml","Wilko","17.0CM","4.2CM","4.2CM","Kids Shampoo and Conditioner","125ml",NA,"1","Toddler",1
"TOI","SHC","347675","Wilko Kids Apple  Shampoo 250ml","Wilko","16.5CM","8.0CM","5.0CM","Kids Shampoo and Conditioner","250ml",NA,"1","Toddler",1
"TOI","SHC","347728","Wilko Dry Shampoo Volume 200ml","Wilko","22.0CM","4.5CM","4.5CM","Dry Shampoo","200ml",NA,"1",NA,1
"TOI","SHC","347729","Wilko Dry Shampoo Fragranced 200ml","Wilko","22.0CM","4.5CM","4.5CM","Dry Shampoo","200ml",NA,"1",NA,1
"TOI","SMO","254601","Crafe Away Mini Filters 10pk","Crafe Away","10.2CM","2.9CM","1.2CM","Filters",NA,NA,NA,NA,1
"TOI","SMO","210539","Nicorette Nicotine Gum Freshmint 2mg 105pk","Nicorette","11.4CM","6.7CM","5.8CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","210540","Nicorette Nicotine Gum Freshmint 4mg 105pk","Nicorette","11.6CM","6.0CM","5.0CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","239845","Nicorette Gum Nicotine Full Strength 4mg 105pk","Nicorette","10.4CM","6.4CM","5.3CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","239846","Nicorette Gum Low Strength 2mg 105pk","Nicorette","10.4CM","6.4CM","5.3CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","254431","Nicorette Icy White Gum Nicotine Low Strength2mg 105pcs","Nicorette","11.4CM","6.7CM","5.8CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","299205","Nicorette Quickmist 1mg","Nicorette","13.4CM","9.4CM","3.2CM","Sprays",NA,NA,NA,NA,1
"TOI","SMO","451866","Nicorette Gum Freshmint 2mg 25's","Nicorette","8.0CM","4.6CM","2.5CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","451867","Nicorette Gum Icy White 2mg 25's","Nicorette","8.5CM","4.6CM","2.5CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","453187","Nicotinell Mint Chewing Gum 2mg 96pcs","Nicotinell","11.7CM","6.1CM","6.1CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","453188","Nicotinell Fruit Chewing Gum 2mg 96pcs","Nicotinell","11.7CM","6.1CM","6.1CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","453189","Nicotinell Fruit Chewing Gum 4mg 96pcs","Nicotinell","11.7CM","6.1CM","6.1CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","453191","Nicotinell Mint Lozenges 2mg 96pcs","Nicotinell","11.7CM","6.1CM","6.1CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","453196","Nicotinell Mint Lozenge 1mg 96pk","Nicotinell","11.7CM","6.1CM","6.1CM","Lozenges",NA,NA,NA,NA,1
"TOI","SMO","454803","Nicotinell Mint Chewing Gum 4mg 96pcs","Nicotinell","11.7CM","6.1CM","6.1CM","Gum",NA,NA,NA,NA,1
"TOI","SMO","183308","NiQuitin 24 Hour Patch Step 1 21mg","NiQuitin","8.0CM","11.0CM","2.6CM","Patches",NA,NA,NA,NA,1
"TOI","SMO","183309","NiQuitin CQ Clear 7 Patches Step 2 14mg","NiQuitin","8.0CM","11.0CM","2.6CM","Patches",NA,NA,NA,NA,1
"TOI","SUN","286951","Calypso Once A Day Sun Protection Kids High SPF40150ml","Calypso","16.5CM","5.1CM","5.1CM","Baby and Kids Suncream","150ml",NA,"1",NA,1
"TOI","SUN","201000","Garnier Ambre Solaire After Sun Lotion 200ml","Garnier","16.7CM","7.0CM","3.4CM","Aftersun","200ml",NA,"1",NA,1
"TOI","SUN","242754","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF20 200ml","Garnier","16.7CM","7.0CM","3.4CM","Sun Cream Spf20","200ml",NA,"1",NA,1
"TOI","SUN","253515","Garnier Ambre Solaire Kids Sun Cream SpraySPF50+ 200ml","Garnier","17.0CM","6.6CM","4.2CM","Baby and Kids Suncream","200ml",NA,"1",NA,1
"TOI","SUN","315950","Garnier Ambre Solaire After Sun Lotion 400ml","Garnier","19.5CM","7.5CM","4.5CM","Aftersun","400ml",NA,"1",NA,1
"TOI","SUN","409339","Garnier Ambre Solaire Kids Sensitive Sun CreamLotion SPF50+ 200ml","Garnier","18.6CM","7.8CM","5.0CM","Baby and Kids Suncream","200ml",NA,"1",NA,1
"TOI","SUN","409340","Garnier Ambre Solaire Kids Sensitive Sun CreamSpray SPF50+ 200ml","Garnier","16.8CM","6.8CM","4.3CM","Baby and Kids Suncream","200ml",NA,"1",NA,1
"TOI","SUN","409341","Garnier Ambre Solaire Kids Sensitive Sun CreamTrigger Spray SPF50+ 200ml","Garnier","18.4CM","8.8CM","4.2CM","Baby and Kids Suncream","200ml",NA,"1",NA,1
"TOI","SUN","409343","Garnier Ambre Solaire Baby in the Shade Sun CreamSPF50 50ml Travel","Garnier","11.9CM","5.5CM","3.5CM","Baby and Kids Suncream","50ml",NA,"1",NA,1
"TOI","SUN","409344","Garnier Ambre Solaire Ultra-hydrating Sun CreamSPF30 50ml Travel","Garnier","11.9CM","5.5CM","3.5CM","Sun Cream Spf30","50ml",NA,"1",NA,1
"TOI","SUN","409347","Garnier Ambre Solaire Kids Sensitive Sun CreamSPF50+ 50ml Travel","Garnier","11.9CM","5.5CM","3.5CM","Baby and Kids Suncream","50ml",NA,"1",NA,1
"TOI","SUN","430629","Garnier Ambre Solaire Kids Sensitive Anti-SandSun Cream Spray SPF50+ 200ml","Garnier","18.4CM","5.0CM","5.0CM","Baby and Kids Suncreams","200ml",NA,"1",NA,1
"TOI","SUN","433413","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF30 200ml","Garnier","16.8CM","7.1CM","3.5CM","Sun Cream SPF30","200ml",NA,"1",NA,1
"TOI","SUN","315817","Hawaiian Tropic Protect Oil SPF8 200ml","Hawaiian","17.5CM","6.5CM","3.1CM","Sun Oil","200ml",NA,"1",NA,1
