"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Size","Assembly","Material","Washable","Coverage","Pack Qty","Capacity","Power","Model Number","Age","DQ Score"
"HOM","DUV","426777","Wilko Duvet Set King Checked DesignBlack and Grey","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426778","Wilko Duvet Set Single Floral Black","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426779","Wilko Duvet Set Double Floral Black","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426780","Wilko Duvet Set King Floral Black","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426781","Wilko Duvet Set Single London Skyline Grey","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426782","Wilko Duvet Set Double London Skyline Grey","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426783","Wilko Duvet Set King London Skyline King","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426789","Wilko Duvet Set Double Sequin Border Grey","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426790","Wilko Duvet Set King Sequin Border Grey","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426791","Wilko Duvet Set Double Jacquard Black","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426792","Wilko Duvet Set King Jacquard Black","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426794","Wilko Duvet Set King Lace Border White","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426795","Wilko Sequin Cushion Grey 35 x 35cm","Wilko","Cushions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426798","Wilko Duvet Set Single Reversible Latte and Cream","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426799","Wilko Duvet Set Double Reversible Latte and Cream","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426800","Wilko Duvet Set King Reversible Latte and Cream","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426801","Wilko Duvet Set Single Floral Latte","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426802","Wilko Duvet Set Double Floral Latte","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426803","Wilko Duvet Set King Floral Latte","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426804","Wilko Duvet Set Single Geometrics Green","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426805","Wilko Duvet Set Double Geometrics Green","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426806","Wilko Duvet Set King Geometrics Green","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426811","Wilko Duvet Set Double Seersucker Latte","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426812","Wilko Duvet Set King Seersucker Latte","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426815","Wilko Knitted Cushion Taupe 43 x 43cm","Wilko","Cushions","Brown","43 x 43cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","426816","Wilko Knitted Throw Taupe 127 x 152cm","Wilko","Throws","Brown","127 x 152cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","426820","Wilko Knitted Cushion Charcoal 43 x 43cm","Wilko","Cushions","Grey","43 x 43cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","426821","Wilko Knitted Throw Charcoal 127 x 152cm","Wilko","Throws","Grey","127 x 152cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","426825","Wilko Duvet Set Single Reversible Red and Cream","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426826","Wilko Duvet Set Double Reversible Red and Cream","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426827","Wilko Duvet Set King Reversible Red and Cream","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426828","Wilko Duvet Set Single Checked Design Red","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426829","Wilko Duvet Set Double Checked Design Red","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426830","Wilko Duvet Set King Checked Design Red","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426831","Wilko Duvet Set Single Floral Red","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426832","Wilko Duvet Set Double Floral Red","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426833","Wilko Duvet Set King Floral Red","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426834","Wilko Duvet Set Single Sahara Red","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426835","Wilko Duvet Set Double Sahara Red","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426836","Wilko Duvet Set King Sahara Red","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426845","Wilko Duvet Set King Jacquard Red","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426846","Wilko Heart Shaped Rose Cushion Red","Wilko","Cushions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426849","Wilko Duvet Set Single Reversible Chocolate andCream","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426850","Wilko Duvet Set Double Reversible Chocolate andCream","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426851","Wilko Duvet Set King Reversible Chocolate andCream","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426855","Wilko Duvet Set Single Leaf Design Natural","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426856","Wilko Duvet Set Double Leaf Design Natural","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426857","Wilko Duvet Set King Leaf Design Natural","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426861","Wilko Duvet Set King Sequin Border Champagne","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426862","Wilko Duvet Set Double Jaquard Cream","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","426863","Wilko Duvet Set King Jaquard Cream","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426864","Wilko Duvet Set Double Lace Border Cream","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","DUV","426867","Wilko Cushion Sequin Champagne","Wilko","Cushions",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","428252","Wilko Supersoft Throw Black 200 x 200cm","Wilko","Throws","Black","200 x 200cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","428253","Wilko Supersoft Throw Cream 200 x 200cm","Wilko","Throws",NA,"200 x 200cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","DUV","428254","Wilko Supersoft Throw Silver 200 x 200cm","Wilko","Throws",NA,"200 x 200cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","DUV","436978","Wilko Duvet Set Single Fifties Floral Green","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436979","Wilko Duvet Set Double Fifties Floral Green","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436980","Wilko Duvet Set King Fifties Floral Green","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436981","Wilko Duvet Set Single Knitted Print Natural","Wilko","Single Duvet Cover",NA,"Single",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","DUV","436982","Wilko Duvet Set Double Knitted Print Natural","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436983","Wilko Duvet Set King Knitted Print Natural","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436984","Wilko Duvet Set Single Semi Circle Design Blue","Wilko","Single Duvet Cover",NA,"Single",NA,"Polyester cotton","Washable",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","436985","Wilko Duvet Set Double Semi Circle Design Blue","Wilko","Double Duvet Cover",NA,"Double",NA,"Polyester cotton","Washable",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","436986","Wilko Duvet Set King Semi Circle Design Blue","Wilko","King Size Duvet Cover",NA,"King",NA,"Polyester cotton","Washable",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","436987","Wilko Duvet Set Single Ikat Spots Red","Wilko","Single Duvet Cover",NA,"Single",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","DUV","436988","Wilko Duvet Set Double Ikat Spots Red","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436989","Wilko Duvet Set King Ikat Spots Red","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436990","Wilko Duvet Set Single Floral Folk Red","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436991","Wilko Duvet Set Double Floral Folk Red","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436992","Wilko Duvet Set King Floral Folk Red","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436993","Wilko Duvet Set Single Sanctuary Design Grey","Wilko","Single Duvet Cover",NA,"Single",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","DUV","436994","Wilko Duvet Set Double Sanctuary Design Grey","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436995","Wilko Duvet Set King Sanctuary Design Grey","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436996","Wilko Duvet Set Single Leopard Print Natural","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436998","Wilko Duvet Set King Leopard Print Natural","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","436999","Wilko Duvet Single Leopard Print Purple","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","437000","Wilko Duvet Double Leopard Print Purple","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","437001","Wilko Duvet King Leopard Print Purple","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","437002","Wilko Duvet Single Hearts Purple","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","437003","Wilko Duvet Double Hearts Purple","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","437004","Wilko Duvet King Hearts Purple","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","437005","Wilko Duvet Single Watercolour","Wilko","Single Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","437006","Wilko Duvet Double Watercolour","Wilko","Double Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","437007","Wilko Duvet King Watercolour","Wilko","King Size Duvet Cover",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","DUV","438065","Wilko Faux Fur Print Throw Grey 150 x 200cm","Wilko","Throws",NA,"150 x 200cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","DUV","438066","Wilko Faux Fur Print Throw Natural 150 x 200cm","Wilko","Throws",NA,"150 x 200cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","DUV","448469","Wilko Duvet Set Single Watercolour HeartsNatural","Wilko","Single Duvet Cover",NA,"Single","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","DUV","448470","Wilko Duvet Set Double Watercolour HeartsNatural","Wilko","Double Duvet Cover",NA,"Double","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","DUV","448471","Wilko Duvet Set King Watercolour HeartsNatural","Wilko","King Size Duvet Cover",NA,"King","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","DUV","448472","Wilko Duvet Set Single Riviera FloralDuck Egg Blue","Wilko","Single Duvet Cover",NA,"Single","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","DUV","448473","Wilko Duvet Set Double Riviera FloralDuck Egg Blue","Wilko","Double Duvet Cover",NA,"Double","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","DUV","448474","Wilko Duvet Set King Riviera FloralDuck Egg Blue","Wilko","King Size Duvet Cover",NA,"King","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","DUV","448475","Wilko Duvet Set Single Symmetry BlossomCream and Red","Wilko","Single Duvet Cover",NA,"Single","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","DUV","448476","Wilko Duvet Set Double Symmetry BlossomCream and Red","Wilko","Double Duvet Cover",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"HOM","DUV","448477","Wilko Duvet Set King Symmetry BlossomCream and Red","Wilko","King Size Duvet Cover",NA,"King","No",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","DUV","454958","Wilko Pintuck White Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","454959","Wilko Pintuck White King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454960","Wilko Pintuck Cream Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454961","Wilko Pintuck Cream King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454962","Wilko Pintuck Duck Egg Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cmc",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454963","Wilko Pintuck Duck Egg Duvet Set King Size","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454964","Wilko Pintuck Taupe Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454965","Wilko Pintuck Taupe King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454966","Wilko Geometric Print Grey Single Duvet Set","Wilko","Single Duvet Cover",NA,"Duvet set = 135x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454967","Wilko Geometric Print Grey Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454968","Wilko Geometric Print Grey King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454969","Wilko Paisley Print Grey Single Duvet Set","Wilko","Single Duvet Cover",NA,"Duvet set = 135x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454970","Wilko Paisley Print Grey Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454971","Wilko Paisley Print Grey King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454972","Wilko Blue Spot Single Duvet Set","Wilko","Single Duvet Cover",NA,"Duvet set = 135x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454973","Wilko Blue Spot Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454974","Wilko Blue Spot King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454975","Wilko Red Spot Single Duvet Set","Wilko","Single Duvet Cover",NA,"Duvet set = 135x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454976","Wilko Red Spot Duvet Set Double","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454977","Wilko Red Spot King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454978","Wilko Grey Spot Duvet Set Single","Wilko","Single Duvet Cover",NA,"Duvet set = 135x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454979","Wilko Grey Spot Duvet Set Double","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454980","Wilko Grey Spot Duvet Set King","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454981","Wilko Duvet Set Double Seersucker Stripe Natural","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454982","Wilko Seersucker Stripe Duvet Natural King","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454983","Wilko Tropical Seersucker Duvet Double","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454984","Wilko Tropical Seersucker King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454985","Wilko Check Print Natural Single Duvet Set","Wilko","Single Duvet Cover",NA,"Duvet set = 135x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454986","Wilko Check Print Natural Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454987","Wilko Check Print Natural King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454988","Wilko Paisley Print Pink Single Duvet Set","Wilko","Single Duvet Cover",NA,"Duvet set = 135x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454989","Wilko Paisley Print Pink Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454990","Wilko Paisley Print Pink King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454991","Wilko Nautical Stripe Seersucker Double Duvet Set","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454992","Wilko Nautical Stripe Seersucker King Duvet Set","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454993","Wilko Waffle Duvet Set Silver Double","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454994","Wilko Waffle Duvet Set Silver King","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454995","Wilko Square Pinch Pleat Duvet White Double","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454996","Wilko Square Pinch Pleat Duvet White King","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454997","Wilko Square Pinch Pleat Duvet Cream Double","Wilko","Double Duvet Cover",NA,"Duvet set = 200x200 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454998","Wilko Square Pinch Pleat Duvet Cream King","Wilko","King Size Duvet Cover",NA,"Duvet set = 230x220 cm",NA,"52:48 Polycotton",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","454999","Wilko Cream Rose Cushion","Wilko","Cushions",NA,"Cushion 40x40 cm",NA,"100% Polyester",NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","DUV","455212","Wilko Cotton 180 Thread Count Duck Egg/White Duvet","Wilko","Double Duvet Cover",NA,"Duvet Cover: 200cm x 200cm Pillow x2 50cm x 75cm",NA,"100% Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","455213","Wilko Cotton 180 Thread Count Duck Egg/White DuvetKing","Wilko","King Size Duvet Cover",NA,"Duvet Cover: 230cm x 230cm Pillow x2 50cm x 75cm",NA,"100% Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","455214","Wilko Cotton 180 Thread Count Taupe/White DuvetDouble","Wilko","Double Duvet Cover",NA,"Duvet Cover: 200cm x 200cm Pillow x2 50cm x 75cm",NA,"100% Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","455215","Wilko Cotton 180 Thread Count Taupe/White DuvetKing","Wilko","King Size Duvet Cover",NA,"Duvet Cover: 230cm x 230cm Pillow x2 50cm x 75cm",NA,"100% Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","455216","Wilko Cotton 180 Thread Count Cream/Taupe DuvetDouble","Wilko","Double Duvet Cover",NA,"Duvet Cover: 200cm x 200cm Pillow x2 50cm x 75cm",NA,"100% Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","455217","Wilko Cotton 180 Thread Count Cream/Taupe DuvetKing","Wilko","King Size Duvet Cover",NA,"Duvet Cover: 230cm x 230cm Pillow x2 50cm x 75cm",NA,"100% Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","455218","Wilko Cotton 180 Thread Count Grey/White DuvetDouble","Wilko","Double Duvet Cover",NA,"Duvet Cover: 200cm x 200cm Pillow x2 50cm x 75cm",NA,"100% Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","455219","Wilko Cotton 180 Thread Count Grey/White DuvetKing","Wilko","King Size Duvet Cover",NA,"Duvet Cover: 230cm x 230cm Pillow x2 50cm x 75cm",NA,"100% Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.95
"HOM","DUV","456444","Wilko Soft Velvet Effect Throw Duck EggBlue 145 x 200cm","Wilko","Throws",NA,"145X200CM",NA,"100 % polyester","Wash at 30",NA,"1",NA,NA,NA,NA,0.95
