"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Size","Assembly","Material","Washable","Coverage","Pack Qty","Capacity","Power","Model Number","Age","DQ Score"
"HOM","BED","424524","Wilko Fitted Sheet Double Caramel","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424525","Wilko Fitted Sheet King Size Caramel","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424527","Wilko Oxford Pillowcases Caramel 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424528","Wilko Fitted Sheet Single Taupe","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424529","Wilko Fitted Sheet Double Taupe","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424530","Wilko Fitted Sheet King Size Taupe","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424531","Wilko Housewife Pillowcase Taupe","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424533","Wilko Fitted Sheet Single Chocolate","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424535","Wilko Fitted Sheet King Size Chocolate","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424538","Wilko Fitted Sheet Single Navy","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424539","Wilko Fitted Sheet Double Navy","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424540","Wilko Fitted Sheet King Size Navy","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424541","Wilko Housewife Pillowcases Navy 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424542","Wilko Oxford Pillowcase Navy 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424543","Wilko Fitted Sheet Single Denim","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424544","Wilko Fitted Sheet Double Denim","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424545","Wilko Fitted Sheet King Size Denim","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424546","Wilko Housewife Pillowcase Denim 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424547","Wilko Oxford Pillowcase Denim 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424548","Wilko Fitted Sheet Single Teal","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424549","Wilko Fitted Sheet Double Teal","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424550","Wilko Fitted Sheet King Size Teal","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424551","Wilko Housewife Pillowcase Teal 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424552","Wilko Oxford Pillowcases Teal 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424557","Wilko Oxford Pillowcases Plum 2pk","Wilko","Oxford Pillowcase",NA,"75 x 50 x .1cm",NA,NA,NA,NA,"2",NA,NA,NA,NA,0.85
"HOM","BED","424558","Wilko Fitted Sheet Single Red","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424559","Wilko Fitted Sheet Double Red","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424560","Wilko Fitted Sheet King Size Red","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424561","Wilko Housewife Pillowcases Red 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424562","Wilko Oxford Pillowcases Red 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424563","Wilko Fitted Sheet Single Pink","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424564","Wilko Fitted Sheet Double Pink","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424565","Wilko Fitted Sheet King Pink","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424566","Wilko Housewife Pillowcases Pink 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424567","Wilko Oxford Pillowcases Pink 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424568","Wilko Fitted Sheet Single Soft Mauve","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424569","Wilko Fitted Sheet Double Soft Mauve","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424570","Wilko Fitted Sheet King Size Soft Mauve","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424571","Wilko Housewife Pillowcases Soft Mauve 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424573","Wilko Fitted Sheet Single Apple","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424576","Wilko Housewife Pillowcases Apple 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424577","Wilko Oxford Pillowcases Apple 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424578","Wilko Fitted Sheet Single Silver","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424579","Wilko Fitted Sheet Double Silver","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424580","Wilko Fitted Sheet King Size Silver","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424581","Wilko Housewife Pillowcases Silver 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424582","Wilko Oxford Pillowcases Silver 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424583","Wilko Fitted Sheet Single Charcoal","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424584","Wilko Fitted Sheet Double Charcoal","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424585","Wilko Fitted Sheet King Size Charcoal","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424586","Wilko Housewife Pillowcases Charcoal 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424587","Wilko Oxford Pillowcases Charcoal 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424588","Wilko Fitted Sheet Single Duck Egg","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424589","Wilko Fitted Sheet Double Duck Egg","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424590","Wilko Fitted Sheet King Size Duck Egg","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424591","Wilko Housewife Pillowcases Duck Egg 2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424592","Wilko Oxford Pillowcases Duck Egg 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424593","Wilko Brushed Cotton Fitted Sheet Single White","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424594","Wilko Brushed Cotton Fitted Sheet Double White","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424595","Wilko Brushed Cotton Fitted Sheet King Size White","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424596","Wilko Brushed Cotton Housewife Pillowcases White2pk","Wilko","Housewife Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","424597","Wilko Fitted Sheet Brushed Cotton Single Cream","Wilko","Single Fitted Sheet",NA,NA,NA,"100% Brushed Cotton","Wash at 40",NA,"1",NA,NA,NA,NA,0.9
"HOM","BED","424598","Wilko Fitted Sheet Brushed Cotton Double Cream","Wilko","Double Fitted Sheet",NA,NA,NA,"100% Brushed Cotton",NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","BED","424599","Wilko Fitted Sheet Brushed Cotton King Size Cream","Wilko","Kingsize Fitted Sheet",NA,NA,NA,"100% Brushed Cotton",NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","BED","424600","Wilko Housewife Pillowcase Brushed Cotton Cream2pk","Wilko","Housewife Pillowcase",NA,NA,NA,"100% Brushed Cotton",NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","BED","424604","Wilko Brushed Cotton Housewife Pillowcase Pink2pk","Wilko","Housewife Pillowcase",NA,NA,NA,"100% Brushed Cotton",NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","BED","424607","Wilko Brushed Cotton Fitted Sheet King Size Blue","Wilko","Kingsize Fitted Sheet",NA,NA,NA,"100% Brushed Cotton",NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","BED","424609","Wilko Best Fitted Sheet Single White","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424610","Wilko Best Flat Sheet Single White","Wilko","Single Flat Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424611","Wilko Best Valance Single White","Wilko","Single Valance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424612","Wilko Best Fitted Sheet Single Cream","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424613","Wilko Best Flat Sheet Single Cream","Wilko","Single Flat Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","424614","Wilko Best Valanced  Single Cream","Wilko","Single Valance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","426429","Wilko Oxford Pillowcases White 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","426430","Wilko Oxford Pillowcase Cream 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BED","426431","Wilko Oxford Pillowcases Black 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","426432","Wilko Valance Single Duck Egg","Wilko","Single Valance",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","426433","Wilko Valance Double Duck Egg","Wilko","Double Valance",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","426434","Wilko Valance King Size Duck Egg","Wilko","Kingsize Valance",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.8
"HOM","BED","326845","Wilko Best Fitted Sheet Super King Size White","Wilko Best","Superking Fitted Sheet","White","Super Kingsize",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326846","Wilko Best Fitted Sheet King Size White","Wilko Best","Kingsize Fitted Sheet","White","Kingsize",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326847","Wilko Best Fitted Sheet Double White","Wilko Best","Flexi-Fit Sheet","White","Double",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326848","Wilko Best Flat Sheet Super King Size White","Wilko Best","Superking Flat Sheet","White","Super Kingsize",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326850","Wilko Best Flat Sheet Double White","Wilko Best","Flat Sheet","White","Double",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326853","Wilko Best Valance Double White","Wilko Best","Double Fitted Sheet","White","Double",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326857","Wilko Best Fitted Sheet Super King Size Cream","Wilko Best","Flexi-Fit Sheet","Cream","Super Kingsize",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326858","Wilko Best Fitted Sheet King Size Cream","Wilko Best","Kingsize Fitted Sheet","Cream","Kingsize",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326862","Wilko Best Flat Sheet Double Cream","Wilko Best","Double Flat Sheet","Cream","Double",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326863","Wilko Best Valance Super King Size Cream","Wilko Best","Superking Valance","Cream","Super Kingsize",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326864","Wilko Best Valance  King Size Cream","Wilko Best","Kingsize Valance","White","Kingsize",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BED","326865","Wilko Best Valance Double Cream","Wilko Best","Double Valance","White","Double",NA,"100% Cotton","Washable",NA,NA,NA,NA,NA,NA,0.95
"HOM","BLI","446034","Faux Wood Venetian Blind Oak60cm wide x 160cm drop","Global","Faux Wood Venetian Blinds",NA,"Width 60cm x Drop 160cm",NA,"PVC and Aluminium","Wipe Clean Only",NA,NA,NA,NA,NA,NA,0.85
"HOM","BLI","446035","Faux Wood Venetian Blind Oak90cm wide x 160cm drop","Global","Faux Wood Venetian Blinds",NA,"Width 90cm x Drop 160cm",NA,"PVC and Aluminium",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446044","Faux Wood Venetian Blind White60cm wide x 160cm drop","Global","Faux Wood Venetian Blinds",NA,"60x160cm - 50mm PVC Slat 3mm thick",NA,"PVC and Aluminium",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446045","Faux Wood Venetian Blind White90cm wide x 160cm drop","Global","Faux Wood Venetian Blinds",NA,"Width 90cm x Drop 160cm",NA,"PVC and Aluminium",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446046","Faux Wood Venetian Blind White120cm wide x 160cm drop","Global","Faux Wood Venetian Blinds",NA,"Width 120cm x Drop 160cm",NA,"PVC and Aluminium",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446047","Faux Wood Venetian Blind White150cm wide x 160cm drop","Global","Faux Wood Venetian Blinds",NA,"Width 150cm x Drop 160cm",NA,"PVC and Aluminium",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446048","Faux Wood Venetian Blind White180cm wide x 160cm drop","Global","Faux Wood Venetian Blinds",NA,"Width 180cm x Drop 160cm",NA,"PVC and Aluminium",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446123","Square Eyelet Roller Blind Aubergine60 wide x 165cm drop","Global","Roller Blinds",NA,"Width 60cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446124","Square Eyelet Roller Blind Aubergine90 wide x 165cm drop","Global","Roller Blinds",NA,"Width 90cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446125","Square Eyelet Roller Blind Aubergine120 wide x 165cm drop","Global","Roller Blinds",NA,"Width 120cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446126","Square Eyelet Roller Blind Aubergine150 wide x 165cm drop","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446127","Square Eyelet Roller Blind Aubergine180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446128","Square Eyelet Roller Blind Aubergine210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446129","Square Eyelet Roller Blind Black60 wide x 165cm drop","Global","Roller Blinds",NA,"Width 60cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446131","Square Eyelet Roller Blind Black120 wide x 165cm drop","Global","Roller Blinds",NA,"Width 120cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446132","Square Eyelet Roller Blind Black150 wide x 165cm drop","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446133","Square Eyelet Roller Blind Black180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446134","Square Eyelet Blind Black 210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446136","Square Eyelet Blind Blue 90 wide x 165cm drop","Global","Roller Blinds",NA,"Width 90cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446137","Square Eyelet Blind Blue 120 wide x 165cm drop","Global","Roller Blinds",NA,"Width 120cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446138","Square Eyelet Blind Blue 150 wide x 165cm drop","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446139","Square Eyelet Blind Blue 180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BLI","446140","Square Eyelet Blind Blue 210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446141","Square Eyelet Blind Coffere 60 wide x 165cm drop","Global","Roller Blinds",NA,"Width 60cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446142","Square Eyelet Blind Coffee 90 wide x 165cm drop","Global","Roller Blinds",NA,"Width 90cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446143","Square Eyelet Blind Coffee 120 wide x 165cm drop","Global","Roller Blinds",NA,"Width 120cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446144","Square Eyelet Blind Coffee 150 wide x 165cm drop","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446145","Square Eyelet Blind Coffee 180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446146","Square Eyelet Blind Coffee 210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446147","Square Eyelet Blind Cream 60 wide x 165cm drop","Global","Roller Blinds",NA,"Width 60cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446148","Square Eyelet Blind Cream 90 wide x 165cm drop","Global","Roller Blinds",NA,"Width 90cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446150","Square Eyelet Blind Cream 150 wide  x 165cm drop","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446151","Square Eyelet Blind Cream 180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446152","Square Eyelet Blind Cream 210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446153","Square Eyelet Blind Duck Egg 60 wide x 165cm drop","Global","Roller Blinds",NA,"Width 60cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446156","Square Eyelet Blind Duck Egg 150 x 165cm","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446157","Square Eyelet Blind Duck Egg 180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446158","Square Eyelet Blind Duck Egg 210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446163","Square Eyelet Blind Grey 180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446165","Square Eyelet Blind Olive 60 wide x 165cm drop","Global","Roller Blinds",NA,"Width 60cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446166","Square Eyelet Blind Olive 90 wide x 165cm drop","Global","Roller Blinds",NA,"Width 90cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446167","Square Eyelet Blind Olive 120 wide x 165cm drop","Global","Roller Blinds",NA,"Width 120cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446168","Square Eyelet Blind Olive 150 wide x 165cm drop","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446169","Square Eyelet Blind Olive 180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446170","Square Eyelet Blind Olive 210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446171","Square Eyelet Blind Red 60 wide x 165cm drop","Global","Roller Blinds",NA,"Width 60cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446173","Square Eyelet Blind Red 120 wide x 165cm drop","Global","Roller Blinds",NA,"Width 120cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446174","Square Eyelet Blind Red 150 wide x 165cm drop","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446175","Square Eyelet Blind Red 180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446176","Square Eyelet Blind Red 210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446177","Square Eyelet Blind Royal Blue60 wide x 165cm drop","Global","Roller Blinds",NA,"Width 60cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446178","Square Eyelet Blind Royal Blue90 wide x 165cm drop","Global","Roller Blinds",NA,"Width 90cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446179","Square Eyelet Blind Royal Blue120 wide x 165cm drop","Global","Roller Blinds",NA,"Width 120cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446180","Square Eyelet Blind Royal Blue150 wide x 165cm drop","Global","Roller Blinds",NA,"Width 150cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446181","Square Eyelet Blind Royal Blue180 wide x 165cm drop","Global","Roller Blinds",NA,"Width 180cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
"HOM","BLI","446182","Square Eyelet Blind Royal Blue210 wide x 165cm drop","Global","Roller Blinds",NA,"Width 210cm x Drop 165cm",NA,"100% Polyester",NA,NA,NA,NA,NA,NA,NA,0.8
