"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Coverage","DQ Score"
"PAI","EMU","449208","Wilko Durable Matt Emulsion Paint Vintage Taupe2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Brown","1","35m²",1
"PAI","EMU","449209","Wilko Durable Matt Emulsion Paint Velvet Mocha2.5L","Wilko","16.2CM","15.7CM","15.7CM","Durable Matt Paint","2.5L","Brown","1","35m²",1
"PAI","EMU","449210","Wilko Emulsion Paint Tester Pot Milky Mocha 75ml","Wilko","6.3CM","5.0CM","5.0CM","Paint Tester Pot","75ml","Pink","1","30m²",1
"PAI","EMU","449211","Wilko Emulsion Paint Tester Pot Soft Taupe 75ml","Wilko","6.3CM","5.0CM","5.0CM","Paint Tester Pot","75ml","Cream","1","30m²",1
"PAI","EMU","449212","Wilko Emulsion Paint Tester Pot Vintage Taupe 75ml","Wilko","6.3CM","5.0CM","5.0CM","Paint Tester Pot","75ml","Brown","1","30m²",1
"PAI","EMU","449213","Wilko Emulsion Paint Tester Pot Velvet Mocha 75ml","Wilko","6.3CM","5.0CM","5.0CM","Paint Tester Pot","75ml","Brown","1","30m²",1
"PAI","EMU","449214","Wilko Flat Matt Emulsion Paint Grey Cotton 2.5L","Wilko","15.8CM","15.7CM","15.7CM","Flat Matt Paint","2.5L","Grey","1","35m²",1
"PAI","EMU","449215","Wilko Flat Matt Emulsion Paint  Birch White 2.5L","Wilko","15.8CM","15.7CM","15.7CM","Flat Matt Paint","2.5L","White","1","35m²",1
"PAI","EMU","81237","Wilko Emulsion Paint Tester Pot Peach Blush 75ml","Wilko","6.2CM","4.9CM","4.9CM","Paint Tester Pot","75ml","Brown","1","30cm²",1
"PAI","EXT","449404","Dulux Weathershield Multisurface Paint PureBrilliant White 750ml","Dulux","11.9CM","10.1CM","10.1CM","UPVC Paint","750ml","White","1","10sq m per litre",1
"PAI","EXT","315726","Hammerite Direct to Rust Metal Paint HammeredBlack 750ml","Hammerite","11.9CM","10.1CM","10.1CM","Metal Paint","750ml","Black","1","5sq m",1
"PAI","EXT","315727","Hammerite Direct to Rust Metal Paint SmoothBlack 750ml","Hammerite","11.9CM","10.1CM","10.1CM","Metal Paint","750ml","Black","1","5mandSup2;.",1
"PAI","EXT","315728","Hammerite Direct to Rust Metal Paint SmoothWhite 750ml","Hammerite","11.9CM","10.1CM","10.1CM","Metal Paint","750ml","White","1","5sq m",1
"PAI","EXT","315730","Hammerite Direct to Rust Metal Paint SatinBlack 750ml","Hammerite","11.9CM","10.1CM","10.1CM","Metal Paint","750ml","Black","1","5mandSup2;.",1
"PAI","EXT","428301","Sandtex Ultra Smooth Masonry PaintCornish Cream 2.5L","Sandtex","16.2CM","15.8CM","15.8CM","Smooth Masonry Paint","2.5L","Cream","1","Masonry",1
"PAI","EXT","428302","Sandtex Ultra Smooth Masonry PaintMagnolia 2.5L","Sandtex","16.2CM","15.8CM","15.8CM","Smooth Masonry Paint","2.5L","Cream","1","Masonry",1
"PAI","EXT","428303","Sandtex Ultra Smooth Masonry PaintPure Brilliant White 2.5L","Sandtex","16.2CM","15.8CM","15.8CM","Smooth Masonry Paint","2.5L","White","1","Masonry",1
"PAI","EXT","428304","Sandtex Ultra Smooth Masonry PaintChalk Hill 5L","Sandtex","23.4CM","18.0CM","18.0CM","Smooth Masonry Paint","5L","Cream","1","Masonry",1
"PAI","EXT","428306","Sandtex Ultra Smooth Masonry PaintCountry Stone 5L","Sandtex","23.4CM","18.0CM","18.0CM","Smooth Masonry Paint","5L","Cream","1","Masonry",1
"PAI","EXT","428307","Sandtex Ultra Smooth Masonry PaintIvory Stone 5L","Sandtex","23.4CM","18.0CM","18.0CM","Smooth Masonry Paint","5L","Cream","1","Masonry",1
"PAI","EXT","428308","Sandtex Ultra Smooth Masonry PaintMagnolia 5L","Sandtex","23.4CM","18.0CM","18.0CM","Smooth Masonry Paint","5L","Cream","1","Masonry",1
"PAI","EXT","428309","Sandtex Ultra Smooth Masonry PaintMid Stone 5L","Sandtex","23.4CM","18.0CM","18.0CM","Smooth Masonry Paint","5L","Brown","1","Masonry",1
"PAI","EXT","428313","Sandtex 10 Year Primer and UndercoatPure Brilliant White 750ml","Sandtex","11.8CM","9.9CM","9.9CM","Exterior Satin Paint","750ml","White","1","Wood and Metal",1
"PAI","EXT","428315","Sandtex 10 Year Exterior Satin PaintPure Brilliant White 750ml","Sandtex","11.8CM","9.9CM","9.9CM","Exterior Satin Paint","750ml","White","1","Wood and Metal",1
"PAI","EXT","428316","Sandtex 10 Year Exterior Gloss PaintCharcoal Black 750ml","Sandtex","11.8CM","9.9CM","9.9CM","Exterior Satin Paint","750ml","Black","1","Wood and Metal",1
"PAI","EXT","428317","Sandtex 10 Year Exterior Gloss PaintPure Brilliant White 750ml","Sandtex","11.8CM","9.9CM","9.9CM","Exterior Satin Paint","750ml","White","1","Wood and Metal",1
"PAI","EXT","428332","Sandtex Ultra Smooth Masonry PaintCornish Cream 5L","Sandtex","23.4CM","18.0CM","18.0CM","Smooth Masonry Paint","5L","Cream","1","Masonry",1
"PAI","EXT","428333","Sandtex Ultra Smooth Masonry PaintPure Brilliant White 5L","Sandtex","23.4CM","18.0CM","18.0CM","Smooth Masonry Paint","5L","White","1","Masonry",1
"PAI","EXT","10778","Wilko Exterior UndercoatDark Grey 750ml","Wilko","11.8CM","10.1CM","10.1CM","Exterior Undercoat Paint","750ml","Grey","1","9m²",1
"PAI","EXT","188995","Wilko Matt Brick and Tile PaintRed 1L","Wilko","12.1CM","11.5CM","11.5CM","Brick and Tile Paint","1L","Red","1","14m²",1
"PAI","EXT","189095","Wilko Step and Tile Gloss PaintRed 1L","Wilko","12.1CM","11.5CM","11.5CM","Step and Tile Paint","1L","Red","1","14m²",1
"PAI","EXT","273619","Wilko Exterior Gloss PaintSignal Red 750ml","Wilko","11.8CM","10.1CM","10.1CM","Exterior Gloss Paint","750ml","Red","1","11m²",1
"PAI","EXT","342044","Wilko Exterior Quick Dry Satin PaintPure Brilliant White 2.5L","Wilko","15.8CM","15.6CM","15.6CM","Exterior Satin Paint","2.5L","White","1","30sq m",1
"PAI","EXT","428705","Wilko Exterior Quick Dry Satin PaintCornish Slate 750ml","Wilko","11.9CM","10.2CM","10.2CM","Exterior Satin Paint","750ml","Grey","0","approx 11 sq. metres",1
"PAI","EXT","56577","Wilko Exterior Gloss PaintConker 750ml","Wilko","11.8CM","10.1CM","10.1CM","Exterior Gloss Paint","750ml","Brown","1","11m²",1
"PAI","GLO","188977","Wilko Quick Dry Stain BlockerWhite 750ml","Wilko","11.8CM","10.1CM","10.1CM","Primer Paint","750ml","White","1","9mandsup2;",1
"PAI","ICI","148615","Dulux Silk Emulsion PaintViolet White 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","White","1","32m²",1
"PAI","ICI","148625","Dulux Silk Emulsion PaintIvory 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Cream","1","32m²",1
"PAI","ICI","166460","Dulux Silk Emulsion PaintCalico 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","White","1","32m²",1
"PAI","ICI","166516","Dulux Natural Hints Matt Emulsion PaintApple White 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Matt Paint","2.5L","White","1","32m²",1
"PAI","ICI","166528","Dulux Natural Hints Matt Emulsion PaintAlmond White 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Matt Paint","2.5L","White","1","32m²",1
"PAI","ICI","166532","Dulux Natural Hints Matt Emulsion PaintCornflower White 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Matt Paint","2.5L","White","1","32m²",1
"PAI","ICI","166533","Dulux Matt Emulsion PaintJade White 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Matt Paint","2.5L","White","1","32m²",1
"PAI","ICI","190586","Dulux Matt Emulsion PaintWellbeing 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Matt Paint","2.5L","Green","1","32m²",1
"PAI","ICI","190594","Dulux Silk Emulsion PaintIvory Lace 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Yellow","1","32m²",1
"PAI","ICI","190596","Dulux Silk Emulsion PaintApricot Crush 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Orange","1","32m²",1
"PAI","ICI","190608","Dulux Silk Emulsion PaintTimeless 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","White","1","32m²",1
"PAI","ICI","190609","Dulux Silk Emulsion PaintWellbeing 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Green","1","32m²",1
"PAI","ICI","205907","Dulux Silk Emulsion PaintGentle Fawn 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Brown","1","32m²",1
"PAI","ICI","212369","Dulux Silk Emulsion PaintPutting Green 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Green","1","32m²",1
"PAI","ICI","212376","Dulux Matt Emulsion PaintSoft Stone 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Matt Paint","2.5L","Cream","1","32m²",1
"PAI","ICI","212378","Dulux Silk Emulsion PaintSoft Stone 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Cream","1","32m²",1
"PAI","ICI","2236860","Dulux Silk Emulsion PaintButtermilk 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Cream","1","32m²",1
"PAI","ICI","241737","Dulux Silk Emulsion PaintAlmost Oyster 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Cream","1","32m²",1
"PAI","ICI","252860","Dulux Matt Emulsion PaintWhite Mist 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Matt Paint","2.5L","White","1","32m²",1
"PAI","ICI","252861","Dulux Matt Emulsion PaintWhite Cotton 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Matt Paint","2.5L","White","1","32m²",1
"PAI","ICI","298490","Dulux Silk Emulsion PaintNutmeg White 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","White","1","32m²",1
"PAI","ICI","332081","Dulux Silk Emulsion PaintCrispy Crumble 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Cream","1","32m²",1
"PAI","ICI","332424","Dulux Silk Emulsion PaintWarm Pewter 2.5L","Dulux","16.1CM","15.7CM","15.7CM","Silk Paint","2.5L","Cream","1","32m²",1
"PAI","ICI","434267","Dulux Matt Emulsion PaintBlue Opal 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Matt Paint","2.5L","Blue","1","13sm per litre",1
"PAI","ICI","434269","Dulux Matt Emulsion PaintGoose Down 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Matt Paint","2.5L","Grey","1","13sm per litre",1
"PAI","ICI","434271","Dulux Matt Emulsion PaintMuted Sage 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Matt Paint","2.5L","Green","1","13sm per litre",1
"PAI","ICI","434272","Dulux Matt Emulsion PaintNordic Sky 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Matt Paint","2.5L","Blue","1","13sm per litre",1
"PAI","ICI","434273","Dulux Matt Emulsion PaintRock Salt 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Matt Paint","2.5L","Grey","1","13sm per litre",1
"PAI","ICI","434274","Dulux Matt Emulsion PaintSummer Linen 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Matt Paint","2.5L","Cream","1","13sm per litre",1
"PAI","ICI","434277","Dulux Silk Emulsion PaintGoose Down 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Silk Paint","2.5L","Grey","1","13sm per litre",1
"PAI","ICI","434279","Dulux Silk Emulsion PaintMuted Sage 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Silk Paint","2.5L","Green","1","13sm per litre",1
"PAI","ICI","434280","Dulux Silk Emulsion PaintNordic Sky 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Silk Paint","2.5L","Blue","1","13sm per litre",1
"PAI","ICI","434281","Dulux Silk Emulsion PaintRock Salt 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Silk Paint","2.5L","Grey","1","13sm per litre",1
"PAI","ICI","434282","Dulux Silk Emulsion PaintSummer Linen 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Silk Paint","2.5L","Cream","1","13sm per litre",1
"PAI","ICI","434293","Dulux Kitchen+ Matt Emulsion PaintPepper Red 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Kitchen Paint","2.5L","Red","1","13sm per litre",1
"PAI","ICI","434295","Dulux Bathroom+ Soft Sheen Emulsion PaintRock Salt 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Bathroom Paint","2.5L","Grey","1","13sm per litre",1
"PAI","ICI","449376","Dulux Easycare Matt Emulsion Paint Denim Drift2.5L","Dulux","16.4CM","16.6CM","15.7CM","Dulux Easycare","2.5L","Blue","1","13 sq m per litre",1
"PAI","ICI","449380","Dulux Easycare Matt Emulsion Paint Natural Hessian2.5L","Dulux","16.4CM","16.6CM","15.7CM","Dulux Easycare","2.5L","Cream","1","13 sq m per litre",1
"PAI","ICI","449381","Dulux Easycare Matt Emulsion Paint Natural Calico2.5L","Dulux","16.4CM","16.6CM","15.7CM","Dulux Easycare","2.5L","Cream","1","13 sq m per litre",1
"PAI","ICI","449383","Dulux Easycare Matt Emulsion Paint Polished Pebble2.5L","Dulux","16.4CM","16.6CM","15.7CM","Dulux Easycare","2.5L","Grey","1","13 sq m per litre",1
"PAI","ICI","449384","Dulux Easycare Matt Emulsion Tester Pot PolishedPebble 50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","Grey","1","13 sq m per litre",1
"PAI","ICI","449385","Dulux Easycare Matt Emulsion Tester Pot Timeless50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","White","1","13 sq m per litre",1
"PAI","ICI","449386","Dulux Easycare Matt Emulsion Tester Pot Blush Pink50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","Pink","1","13 sq m per litre",1
"PAI","ICI","449387","Dulux Easycare Matt Emulsion Tester Pot ChicShadow 50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","Grey","1","13 sq m per litre",1
"PAI","ICI","449388","Dulux Easycare Matt Emulsion Tester Pot DenimDrift 50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","Blue","1","13 sq m per litre",1
"PAI","ICI","449389","Dulux Easycare Matt Emulsion Tester Pot EgyptianCotton 50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","Cream","1","13 sq m per litre",1
"PAI","ICI","449390","Dulux Easycare Matt Emulsion Tester Pot Mineral MMist 50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","White","1","13 sq m per litre",1
"PAI","ICI","449391","Dulux Easycare Matt Emulsion Tester Pot Magnolia50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","Cream","1","13 sq m per litre",1
"PAI","ICI","449392","Dulux Easycare Matt Emulsion Tester Pot NaturalHessian 50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","Cream","1","13 sq m per litre",1
"PAI","ICI","449393","Dulux Easycare Tester Natural Calico 50ml","Dulux","8.9CM","4.3CM","4.3CM","Dulux Easycare","50ml","Cream","1","13 sq m per litre",1
"PAI","INT","449400","Wilko Furniture and Cupboard Paint Slate Grey 750ml","Wilko","11.8CM","10.2CM","10.2CM","Furniture and Cupboard Paint","750ml","Grey","1","6m²",1
"PAI","INT","449401","Wilko Furniture and Cupboard Paint English Sage 750ml","Wilko","11.8CM","10.2CM","10.2CM","Furniture and Cupboard Paint","750ml","Green","1","6m²",1
"PAI","WAP","446349","Crown Breatheasy Matt Emulsion PaintPure Brilliant White 7.5L","Crown","19.6CM","26.6CM","26.6CM","Matt Paint","7.5L","White","1","105 Sq Metres",1
"PAI","WAP","231065","Dulux Matt Emulsion PaintPure Brilliant White 2.5L","Dulux","16.4CM","16.6CM","16.5CM","Kitchen Paint","2.5l","White","1","32m²",1
"PAI","WAP","449382","Dulux Easycare Matt Emulsion Paint Pure BrilliantWhite 2.5L","Dulux","16.4CM","16.6CM","15.7CM","Dulux Easycare","2.5L","White","1","13 sq m per litre",1
"PAI","WAP","65253","Dulux Matt Emulsion PaintPure Brilliant White 2.5L","Dulux","16.4CM","15.7CM","15.7CM","Matt Paint","2.5L","White","1","32m²",1
"PAI","WAP","65255","Dulux Silk Emulsion PaintPure Brilliant White 2.5L","Dulux","16.4CM","15.7CM","15.7CM","Silk Paint","2.5L","White","1","32m²",1
"PAI","WAP","225475","Wilko Durable Matt Emulsion PaintPure Brilliant White 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Durable Matt Paint","2.5L","White","1","30m²",1
"PAI","WAP","238141","Wilko Kitchen Matt Emulsion PaintPure Brilliant White 2.5L","Wilko","16.4CM","16.6CM","16.5CM","Kitchen Paint","2.5L","White","1","30m²",1
"PAI","WAP","449216","Wilko Flat Matt Emulsion Paint Pure BrilliantWhite 2.5L","Wilko","15.8CM","15.7CM","15.7CM","Flat Matt Paint","2.5L","White","1","35m²",1
"PAI","WAP","70980","Wilko Functional Silk Emulsion PaintWhite 5L","Wilko Functional","23.7CM","19.0CM","18.8CM","Silk Paint","5L","White","1","60m²",1
